Name;Year;Theme;Theme_Group;Subtheme;Category;Packaging;Availability;Pieces;Minifigures;Owned
Jungle Cargo Helicopter ;2017;City;Modern day;Jungle;Normal;Box;Retail;2010;20;42530
Jungle Halftrack Mission;2017;City;Modern day;Jungle;Normal;Box;Retail;3780;20;48520
Jungle Mobile Lab;2017;City;Modern day;Jungle;Normal;Box;Retail;4260;40;38820
Jungle Exploration Site;2017;City;Modern day;Jungle;Normal;Box;Retail;8130;70;33120
Jungle Air Drop Helicopter;2017;City;Modern day;Jungle;Normal;Box;Retail - limited;12500;70;13970
Coast Guard Starter Set;2017;City;Modern day;Coast Guard;Normal;Box;Retail;760;30;46320
Sea Rescue Plane;2017;City;Modern day;Coast Guard;Normal;Box;Retail;1410;20;35810
4 x 4 Response Unit ;2017;City;Modern day;Coast Guard;Normal;Box;Retail;3470;30;33020
Heavy-Duty Rescue Helicopter;2017;City;Modern day;Coast Guard;Normal;Box;Retail;4150;40;23170
Coast Guard Headquarters;2017;City;Modern day;Coast Guard;Normal;Box;Retail;7920;70;18690
Sailboat Rescue;2017;City;Modern day;Coast Guard;Normal;Box;Retail - limited;1950;20;13700
Cargo Terminal;2017;City;Modern day;Cargo;Normal;Box;Retail;7400;40;33550
King's Guard Artillery;2017;Nexo Knights;Action/Adventure;Season 3;Normal;Box;Retail;980;20;17240
Lance's Twin Jouster;2017;Nexo Knights;Action/Adventure;Season 3;Normal;Box;Retail;2160;30;21070
Ruina's Lock & Roller;2017;Nexo Knights;Action/Adventure;Season 3;Normal;Box;Retail;2080;30;21970
The Three Brothers;2017;Nexo Knights;Action/Adventure;Season 3;Normal;Box;Retail;2660;30;15760
Clay's Falcon Fighter Blaster;2017;Nexo Knights;Action/Adventure;Season 3;Normal;Box;Retail;5230;30;15070
Jestro's Headquarters;2017;Nexo Knights;Action/Adventure;Season 3;Normal;Box;Retail;8400;70;11230
The Heligoyle;2017;Nexo Knights;Action/Adventure;Season 4;Normal;Box;Retail;3180;30;9590
Axl's Rumble Maker;2017;Nexo Knights;Action/Adventure;Season 4;Normal;Box;Retail;3930;40;8480
Aaron's Rock Climber;2017;Nexo Knights;Action/Adventure;Season 4;Normal;Box;Retail;5980;50;9420
The Stone Colossus of Ultimate Destruction;2017;Nexo Knights;Action/Adventure;Season 4;Normal;Box;Retail;7850;50;8860
Knighton Castle;2017;Nexo Knights;Action/Adventure;Season 4;Normal;Box;Retail;14260;110;9860
Aaron's Stone Destroyer;2017;Nexo Knights;Action/Adventure;Season 3;Normal;Box;Retail - limited;2510;20;6410
Lance vs. Lightning;2017;Nexo Knights;Action/Adventure;Season 3;Normal;Box;Retail - limited;2570;20;8670
Macy's Bot Drop Dragon;2017;Nexo Knights;Action/Adventure;Season 4;Normal;Box;Retail - limited;1530;30;11120
Battle Suit Clay;2017;Nexo Knights;Action/Adventure;Battle Suits;Normal;Box;Retail;790;10;26640
Battle Suit Macy;2017;Nexo Knights;Action/Adventure;Battle Suits;Normal;Box;Retail;660;10;20580
Battle Suit Aaron;2017;Nexo Knights;Action/Adventure;Battle Suits;Normal;Box;Retail;800;10;22840
Battle Suit Axl;2017;Nexo Knights;Action/Adventure;Battle Suits;Normal;Box;Retail;880;10;26120
Battle Suit Lance;2017;Nexo Knights;Action/Adventure;Battle Suits;Normal;Box;Retail;830;10;21930
Combo NEXO Powers Wave 1;2017;Nexo Knights;Action/Adventure;Combo NEXO Powers;Normal;Foil pack;Retail;100;;14060
Combo NEXO Powers Wave 2;2017;Nexo Knights;Action/Adventure;Combo NEXO Powers;Normal;Foil pack;Retail;100;;4550
Spinjitzu Training;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;1090;20;62460
NINJAGO City Chase;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;2330;50;73250
Master Falls;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;3120;40;49770
Manta Ray Bomber;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;3410;40;39140
Flying Jelly Sub;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail - limited;3410;40;29670
Water Strider;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;4940;40;42350
Green Ninja Mech Dragon;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;5440;40;75610
Garma Mecha Man;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail - limited;7470;40;24580
Lightning Jet;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;8760;60;32670
Fire Mech;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;9440;60;45800
Ice Tank;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail - limited;9140;50;17070
Temple of the Ultimate Ultimate Weapon;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;14030;80;37900
Destiny's Bounty;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;22950;70;103860
NINJAGO City;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;LEGO exclusive;48670;190;101050
The Vermillion Attack;2017;Ninjago;Action/Adventure;The Hands of Time;Normal;Box;Retail;830;30;39980
Desert Lightning;2017;Ninjago;Action/Adventure;The Hands of Time;Normal;Box;Retail;2010;30;23400
Destiny's Shadow;2017;Ninjago;Action/Adventure;The Hands of Time;Normal;Box;Retail;3600;30;18710
Vermillion Invader;2017;Ninjago;Action/Adventure;The Hands of Time;Normal;Box;Retail;3130;30;15760
Samurai VXL;2017;Ninjago;Action/Adventure;The Hands of Time;Normal;Box;Retail;4280;40;15240
Dawn of Iron Doom;2017;Ninjago;Action/Adventure;The Hands of Time;Normal;Box;Retail;7040;60;20510
Dragon's Forge;2017;Ninjago;Action/Adventure;The Hands of Time;Normal;Box;Retail;11370;60;23230
Lloyd - Spinjitzu Master;2017;Ninjago;Action/Adventure;Spinjitzu Masters;Normal;Box;Retail;480;10;15100
Piranha Attack;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;2170;40;40710
Garmadon's Volcano Lair;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;5210;50;23270
Quake Mech;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail;12020;50;27060
garmadon, Garmadon, GARMADON!;2017;The LEGO Ninjago Movie;Licensed;;Normal;Box;Retail - limited;8300;60;23530
The Joker Balloon Escape;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;1240;20;118210
Mr. Freeze Ice Attack;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;2010;30;89440
Catwoman Catcycle Chase;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;1390;30;100180
The Riddler Riddle Racer;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;2540;50;82750
Clayface Splat Attack;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;4480;20;72550
The Batmobile;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;5810;50;70380
The Joker Notorious Lowrider;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;4330;30;93700
Killer Croc Tail-Gator;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;4600;40;47460
 The Scuttler;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;7750;60;57160
Batcave Break-In;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;10470;70;65810
Scarecrow Special Delivery;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail - limited;2040;30;53670
The Penguin Arctic Roller;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail - limited;3050;20;86970
Arkham Asylum;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail - limited;16280;130;41460
Scarecrow Fearful Face-off;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;1410;20;62280
Bane Toxic Truck Attack;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;3660;30;42020
Two-Face Double Demolition;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;5640;40;36350
The Batwing;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;10530;30;39410
The Ultimate Batmobile;2017;The LEGO Batman Movie;Licensed;;Normal;Box;Retail;14560;80;52040
The Joker Manor;2017;The LEGO Batman Movie;Licensed;;Normal;Box;LEGO exclusive;34440;100;35120
Lobster-Lovin' Batman;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;60;10;92140
Glam Metal Batman;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;70;10;84030
Fairy Batman;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;70;10;83140
Clan of the Cave Batman;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;60;10;78560
Vacation Batman;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;70;10;89720
Barbara Gordon;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;70;10;75190
Commissioner Gordon;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;60;10;78480
Arkham Asylum Joker;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;50;10;75090
Dick Grayson;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;60;10;79520
Pink Power Batgirl;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;70;10;76800
Red Hood;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;80;10;83050
Eraser;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;50;10;83230
Nurse Harley Quinn;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;60;10;83650
Orca;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;40;10;82060
Zodiac Master;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;50;10;71790
Catman;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;80;10;79540
March Harriet;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;50;10;79020
Calculator;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;70;10;76950
King Tut;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;70;10;77570
Mime;2017;Collectable Minifigures;Miscellaneous;The LEGO Batman Movie;Normal;Foil pack;Retail;60;10;69840
Professional Surfer;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;50;10;60070
Circus Strong Man;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;50;10;67400
Gourmet Chef;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;60;10;64070
Corn Cob Guy;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;40;10;87570
Veterinarian;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;50;10;63660
Hot Dog Man;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;70;10;78700
Butterfly Girl;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;90;10;59240
Roman Gladiator;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;50;10;60520
Connoisseur;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;60;10;77650
Battle Dwarf;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;80;10;66720
Retro Spaceman;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;60;10;70440
Yuppie;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;70;10;67670
Rocket Boy;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;60;10;78050
Dance Instructor;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;60;10;59650
Elf Girl;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;60;10;61790
Highwayman;2017;Collectable Minifigures;Miscellaneous;Series 17;Normal;Foil pack;Retail;80;10;80880
Kai Kendo;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;70;10;46480
Spinjitzu Training Nya;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;60;10;44860
Lloyd;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;90;10;48680
Master Wu;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;80;10;55330
Garmadon;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;70;10;49590
Jay Walker;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;90;10;56900
Lloyd Garmadon;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;60;10;55360
Cole;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;50;10;51370
Misako;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;50;10;50230
Zane;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;50;10;51610
Shark Army General #1;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;70;10;49090
Shark Army Octopus;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;80;10;49570
Shark Army Angler;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;70;10;48070
Shark Army Great White;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;60;10;46350
Flashback Garmadon;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;80;10;46420
Volcano Garmadon;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;70;10;51580
Gong & Guitar Rocker;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;60;10;49560
GPL Tech;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;60;10;49750
Sushi Chef;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;80;10;58150
N-POP Girl;2017;Collectable Minifigures;Miscellaneous;The LEGO Ninjago Movie;Normal;Foil pack;Retail;60;10;57300
Silent Mary;2017;Pirates of the Caribbean;Licensed;Dead Men Tell No Tales;Normal;Box;LEGO exclusive;22940;80;50420
Teen Titans Go! Team Pack;2017;Dimensions;Miscellaneous;Team Pack;Normal;Box;Retail;1050;20;28220
The LEGO Batman Movie: Play the Complete Movie;2017;Dimensions;Miscellaneous;Story Pack;Normal;Box;Retail;1560;20;49470
Chase McCain Fun Pack;2017;Dimensions;Miscellaneous;Fun Pack;Normal;Box;Retail;460;10;35780
The Goonies Level Pack;2017;Dimensions;Miscellaneous;Level Pack;Normal;Box;Retail;1180;10;50400
Knight Rider Fun Pack;2017;Dimensions;Miscellaneous;Fun Pack;Normal;Box;Retail;550;10;52170
Starfire Fun Pack;2017;Dimensions;Miscellaneous;Fun Pack;Normal;Box;Retail;560;10;32270
Buttercup Fun Pack;2017;Dimensions;Miscellaneous;Fun Pack;Normal;Box;Retail;560;10;36890
Excalibur Batman Fun Pack;2017;Dimensions;Miscellaneous;Fun Pack;Normal;Box;Retail;570;10;52200
The Powerpuff Girls Team Pack;2017;Dimensions;Miscellaneous;Team Pack;Normal;Box;Retail;930;20;37120
Hermione Granger Fun Pack;2017;Dimensions;Miscellaneous;Fun Pack;Normal;Box;Retail;640;10;47290
Beetlejuice Fun Pack;2017;Dimensions;Miscellaneous;Fun Pack;Normal;Box;Retail;560;10;47690
Snowspeeder;2017;Star Wars;Licensed;Ultimate Collector Series;Normal;Box;LEGO exclusive;17030;20;101650
U-wing Microfighter;2017;Star Wars;Licensed;MicroFighters;Normal;Box;Retail;1090;10;107310
TIE Striker Microfighter;2017;Star Wars;Licensed;MicroFighters;Normal;Box;Retail;880;10;86190
Y-wing Microfighter;2017;Star Wars;Licensed;Microfighters;Normal;Box;Retail;900;10;92660
Krennic's Imperial Shuttle Microfighter;2017;Star Wars;Licensed;Microfighters;Normal;Box;Retail;780;10;82330
Rebel Trooper Battle Pack;2017;Star Wars;Licensed;Rogue One;Normal;Box;Retail;1200;40;99680
Imperial Trooper Battle Pack;2017;Star Wars;Licensed;Rogue One;Normal;Box;Retail;1120;40;115960
First Order Transport Speeder Battle Pack;2017;Star Wars;Licensed;The Force Awakens;Normal;Box;Retail;1170;40;118310
Bounty Hunter Speeder Bike Battle Pack;2017;Star Wars;Licensed;Original Content;Normal;Box;Retail;1250;40;161060
Yoda's Jedi Starfighter;2017;Star Wars;Licensed;The Clone Wars;Normal;Box;Retail;2620;20;155400
Duel on Naboo;2017;Star Wars;Licensed;Episode I;Normal;Box;Retail;2080;30;138310
The Phantom;2017;Star Wars;Licensed;Rebels;Normal;Box;Retail;2690;30;83550
Battle on Scarif;2017;Star Wars;Licensed;Rogue One;Normal;Box;Retail;4190;40;74390
Y-wing Starfighter;2017;Star Wars;Licensed;Rogue One;Normal;Box;Retail;6910;50;142720
Luke's Landspeeder;2017;Star Wars;Licensed;Episode IV;Normal;Box;Retail - limited;1490;40;122300
Desert Skiff Escape;2017;Star Wars;Licensed;Episode VI;Normal;Box;Retail - limited;2770;40;73720
A-wing Starfighter;2017;Star Wars;Licensed;Episode VI;Normal;Box;Retail - limited;3580;30;67410
Resistance Transport Pod;2017;Star Wars;Licensed;The Last Jedi;Normal;Box;Retail;2940;30;76940
First Order Heavy Scout Walker;2017;Star Wars;Licensed;The Last Jedi;Normal;Box;Retail;5540;40;62340
Jakku Quadjumper;2017;Star Wars;Licensed;The Force Awakens;Normal;Box;Retail;4570;50;62720
Kylo Ren's TIE Fighter;2017;Star Wars;Licensed;The Last Jedi;Normal;Box;Retail;6300;40;113150
Rathtar Escape;2017;Star Wars;Licensed;The Force Awakens;Normal;Box;Retail;8360;50;47380
Republic Fighter Tank;2017;Star Wars;Licensed;The Clone Wars;Normal;Box;Retail;3050;40;122270
Darth Vader Transformation ;2017;Star Wars;Licensed;Episode III;Normal;Box;Retail;2820;60;181290
Star Wars Advent Calendar;2017;Star Wars;Licensed;Seasonal;Normal;Box;Retail;3090;80;96480
Tracker I;2017;Star Wars;Licensed;Original Content;Normal;Box;Retail;5570;40;35910
The Arrowhead;2017;Star Wars;Licensed;Original Content;Normal;Box;Retail;7750;50;31340
BB-8;2017;Star Wars;Licensed;The Last Jedi;Normal;Box;Retail;11060;10;158320
Resistance Bomber (Standard pilot version);2017;Star Wars;Licensed;The Last Jedi;Normal;Box;Retail;7780;50;71000
First Order Heavy Assault Walker;2017;Star Wars;Licensed;The Last Jedi;Normal;Box;Retail;13760;50;83070
First Order Star Destroyer;2017;Star Wars;Licensed;The Last Jedi;Normal;Box;Retail;14160;70;74300
Jedi Starfighter with Hyperdrive;2017;Star Wars;Licensed;Episode II;Normal;Box;Retail - limited;8250;40;49780
Millennium Falcon;2017;Star Wars;Licensed;Ultimate Collector Series;Normal;Box;LEGO exclusive;75410;80;188980
Scarif Stormtrooper;2017;Star Wars;Licensed;Buildable Figures;Normal;Box;Retail;890;;39240
Chirrut ÃŽmwe;2017;Star Wars;Licensed;Buildable Figures;Normal;Box;Retail;870;;36650
Baze Malbus;2017;Star Wars;Licensed;Buildable Figures;Normal;Box;Retail;1480;;35020
Elite TIE Fighter Pilot;2017;Star Wars;Licensed;Buildable Figures;Normal;Box;Retail;940;;29980
Rey;2017;Star Wars;Licensed;Buildable Figures;Normal;Box;Retail;850;;26760
Elite Praetorian Guard;2017;Star Wars;Licensed;Buildable Figures;Normal;Box;Retail;920;;37900
Chewbacca;2017;Star Wars;Licensed;Buildable Figures;Normal;Box;Retail;1790;;39020
Downtown Diner;2018;Creator Expert;Model making;Modular Buildings Collection;Normal;Box;LEGO exclusive;24800;60;198790
Roller Coaster;2018;Creator Expert;Model making;Fairground Collection;Normal;Box;LEGO exclusive;41240;110;110860
James Bond Aston Martin DB5;2018;Creator Expert;Model making;Vehicles;Normal;Box;LEGO exclusive;12900;;120090
Winter Village Fire Station;2018;Creator Expert;Model making;Winter Village Collection;Normal;Box;LEGO exclusive;11660;80;121320
Vestas Wind Turbine;2018;Creator Expert;Model making;Vestas;Normal;Box;LEGO exclusive;8260;30;42960
Rainbow Fun;2018;Classic;Basic;Building Bigger Thinking;Normal;Box;Retail;850;;34280
Fun Future;2018;Classic;Basic;Building Bigger Thinking;Normal;Box;Retail;1860;10;27300
World Fun;2018;Classic;Basic;Building Bigger Thinking;Normal;Box;Retail;2950;20;22170
Ocean's Bottom;2018;Classic;Basic;Building Bigger Thinking;Normal;Box;Retail;5790;20;18740
Mission to Mars;2018;Classic;Basic;Building Bigger Thinking;Normal;Plastic box;Retail;8710;30;10960
Bricks and Gears;2018;Classic;Basic;Bricks;Normal;Box;Retail;2440;;18760
